id,uuid,name_zh,name_en,unit,sampling_start,sampling_end,valid_time,location,class_code,description,source_description,source_original_id,source_url,classification_system,source,source_type,completeness_type,first_class,second_class,third_class,data_entry_by,location_id,synonyms,data_version,create_time,class_id
1818422865985409024,57110e25-dc5b-4e31-b93e-ed8380a352d7,,"Asphalt mixtures(HMA), Asphalt mixtures(WMA), Asphalt mixtures(SA), Asphalt mixtures(CA), Asphalt Concrete(V), Asphalt Concrete(A), Asphalt Concrete(P), Asphalt Concrete(PD), Stone Mastic Asphalt(SMA), Noise Resistant(TM), Asphalt mixtures(L), Asphalt mixtures(N), Asphalt mixtures(S)","kg

In the context provided",2024-07-10,2024-07-10,2029-07-05,Vilnius,,"Description: Asphalt plant manufactures asphalt mixtures for a variety of different purposes, ranging from highways, roads, and city streets to industrial pavements. The asphalt mixtures that can be produced at the declared plant include hot mix asphalt (HMA), warm mix asphalt (WMA), soft asphalt (SA), and cold asphalt. The asphalt mixtures are also grouped by their application in the pavement. This plant can manufacture asphalt concrete (AC) for surface (V), binder (A), base (P), and surface-base (PD) layers, stone mastic asphalt (SMA), noise-resistant (TM), and for traffic loads - light (L), normal (N), and heavy (S). Mixtures can be produced with paving grade (PG) bitumen or polymer-modified bitumen (PMB) and with reclaimed asphalt (RA) or without. The main components in asphalt mixtures are coarse and fine aggregates, filler, and bitumen. Other materials and additives are added to ensure the durability of the layers, their content varies depending on the asphalt mixture type. These include cellulose fiber which normally constitutes 0.3% of mineral aggregates' weight. Reclaimed asphalt is added to asphalt mixtures to replace virgin aggregates and virgin bitumen. At the plant, the manufacture of asphalt mixture is managed from the on-site control room.",The International EPD® System,,www.environdec.com:library:epd14655.pdf,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:06:10.571358,
1818423001021026304,1d186ee8-f34c-4215-94d6-7a5180ca730b,,"Polyethylene WoodLike Foam Board (G86),",1 tonne,2024-07-24,2024-07-24,2029-07-23,China,,"Description: The product is made of marine plastic waste, household waste plastics, and other recycled plastics as the main raw materials. The core layer adopts microcellular foaming technology with a variety of recycled polyolefin mixing systems, while the outer surface layer is made of modified HDPE as the primary material. These components are integrated through co-extruding technology, resulting in a product that exhibits surface aging-resistance, anti-bacterial, anti-mold properties, and high bonding strength. The surface of the product uses original imitation wood color mixing technology and surface wood texture processing, creating a high simulation of natural wood texture. It is primarily utilized in construction, furniture, packaging, and art, featuring a stable structure, lightweight yet high strength, strong nail holding power, and suitability for various handmade art processes and carving. The main material, HDPE recycled plastic, ensures durability of not less than 25 years and allows for 100% secondary use after the product's lifecycle ends. The product's density is 0.80 g/cm³.",The International EPD® System,,www.environdec.com:library:epd15629.pdf,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:06:42.766234,
1818423045119938560,e23a0f2a-6bb6-430c-ab5d-b9ebdcb8313d,,Weathercoat Flex (Tex Ultra),m²,,,,Oman,,"Description: Weathercoat Flex (Tex Ultra) is a high-performance elastomeric water-based coating formulated based on pure and 100% acrylic emulsion and light and weatherfast pigments, superior fine quality quartz chips. It has excellent exterior durability and effectively fights against fungal and bacterial attacks. Its superior elastic property effectively bridges cracks on the wall and gives a seamless long-lasting finish coupled with excellent anti-carbonation effect. Features include outstanding exterior durability, excellent elastic recovery and resilience properties, superior flexibility across a broad temperature range, breathing capability which prevents moisture accumulation in walls, good resistance against dirt pick-up, and low toxicity and odor.",The International EPD® System,,www.environdec.com:library:epd10784.pdf,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:06:53.280655,
1818423069790834688,c4021295-89a6-4379-8a12-28e85e47fc66,,,,,,,,,,The International EPD® System,,www.environdec.com:library:epd1044.pdf,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:06:59.162682,
1818423176980467712,102c8e2f-c12e-48f7-bf0e-8510c8a3153f,,"Asphalt mixtures(HMA), Asphalt mixtures(WMA), Asphalt mixtures(SA), Asphalt mixtures(CA), Asphalt Concrete(V), Asphalt Concrete(A), Asphalt Concrete(P), Asphalt Concrete(PD), Stone Mastic Asphalt(SMA), Noise Resistant(TM), Asphalt mixtures(L), Asphalt mixtures(N), Asphalt mixtures(S)","kg

In the context provided",2024-07-10,2024-07-10,2029-07-05,Vilnius,,"Description: Asphalt plant manufactures asphalt mixtures for a variety of different purposes, ranging from highways, roads, and city streets to industrial pavements. The asphalt mixtures that can be produced at the declared plant include hot mix asphalt (HMA), warm mix asphalt (WMA), soft asphalt (SA), and cold asphalt. The asphalt mixtures are also grouped by their application in the pavement. This plant can manufacture asphalt concrete (AC) for surface (V), binder (A), base (P), and surface-base (PD) layers, stone mastic asphalt (SMA), noise-resistant (TM), and for traffic loads - light (L), normal (N), and heavy (S). Mixtures can be produced with paving grade (PG) bitumen or polymer-modified bitumen (PMB) and with reclaimed asphalt (RA) or without. The main components in asphalt mixtures are coarse and fine aggregates, filler, and bitumen. Other materials and additives are added to ensure the durability of the layers, their content varies depending on the asphalt mixture type. These include cellulose fiber which normally constitutes 0.3% of mineral aggregates' weight. Reclaimed asphalt is added to asphalt mixtures to replace virgin aggregates and virgin bitumen. At the plant, the manufacture of asphalt mixture is managed from the on-site control room.",The International EPD® System,,www.environdec.com:library:epd14657.pdf,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:07:24.718388,
1818423306144059392,9ed57fc6-fec5-4f8a-b505-edab785a5431,,"Asphalt Mixtures(HMA), Asphalt Mixtures(WMA), Asphalt Mixtures(SA), Asphalt Mixtures(CA), Asphalt Concrete(V), Asphalt Concrete(A), Asphalt Concrete(P), Asphalt Concrete(PD), Stone Mastic Asphalt(SMA), Noise Resistant Asphalt Mixtures(TM), Light Traffic Load Asphalt Mixtures(L), Normal Traffic Load Asphalt Mixtures(N), Heavy Traffic Load Asphalt Mixtures(S)","kg

In the context provided",2024-07-10,2024-07-10,2029-07-05,"None

However",,"Description: Asphalt plant manufactures asphalt mixtures for a variety of different purposes, ranging from highways, roads and city streets to industrial pavements. The asphalt mixtures that can be produced at the declared plant include hot mix asphalt (HMA), warm mix asphalt (WMA), soft asphalt (SA) and cold asphalt. They are also grouped by their application in the pavement. This plant can manufacture asphalt concrete (AC) for surface (V), binder (A), base (P) and surface-base (PD) layers, stone mastic asphalt (SMA), noise resistant (TM) and for traffic loads - light (L), normal (N) and heavy (S). Mixtures can be produced with paving grade (PG) bitumen or polymer-modified bitumen (PMB) and with reclaimed asphalt (RA) or without. The main components in asphalt mixtures are coarse and fine aggregates, filler and bitumen. Other materials and additives, such as cellulose fibre (constituting 0.3% of mineral aggregates' weight) and reclaimed asphalt, are added to ensure the durability of the layers and to replace virgin aggregates and virgin bitumen.",The International EPD® System,,www.environdec.com:library:epd14656.pdf,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:07:55.513194,
1818423368190398464,08e4a35c-0eb1-4f23-9fc1-3fcdc0bf7a3c,,Weatherflex 1000  Smooth (UN CPC code 35110),m²,,,,Oman,,"Description: Weatherflex 1000 smooth is a water-based 100% acrylic sealer designed with excellent adhesion to concrete, brick walls, and plastered surfaces, very good antibacterial properties, enhanced antifungal properties, good alkali resistance, and outstanding durability. It is used as a sealer coat over concrete, brick walls, and plastered surfaces prior to the application of Weathercoat and other premium topcoats, both interior and exterior. The sealer is white in color, has a volume solids percentage of 32 ± 2%, and a specific gravity of 1.42 ± 0.02. It has a shelf life of up to 12 months from the date of manufacturing and comes in an 18-liter pack size. The theoretical coverage is 10.66 square meters per liter at 30 microns DFT, and practical coverage varies depending on surface profile, method of application, and weather conditions.",The International EPD® System,,www.environdec.com:library:epd10785.pdf,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:08:10.306534,
1818423409542041600,b522e34c-6db3-4029-9f61-eda59182594a,,"CLS Rck40 S4 XC2 D25 CEM IV/A 42,5 R  SR CAM",,,,,,,,The International EPD® System,,www.environdec.com:library:epd15800.pdf,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:08:20.165643,
1818423648596398080,0a83bb0f-f183-4d12-9216-23631aeccd54,,"Ceramic Tile (Class1), Ceramic Tile (Class2), Ceramic Tile (Class3), Ceramic Tile (Class4), Ceramic Tile (Class5)","kg

Please provide additional information if you need a different unit extracted",,,,,,"Description: Ceramic tiles are primarily made of kaolin, clay, and feldspar, but they also include other raw materials such as marble, frit, dolomite, bentonite, and quartz. The production technology of tiles is dry pressing. The required composition is blended with water to form a uniform slurry. This slurry is then fed into spray driers to form uniform granules ready for compaction. These granules are then shaped to form the bisque or green body. This can be glazed or left unglazed depending on its intended use. The green ceramic body is fired at high temperatures, resulting in a hard body. Ceramic floor tiles are largely used as interior and exterior floor coverings. Interior applications include bathrooms, kitchens, living rooms, halls, balconies, etc. Exterior applications can be in public buildings, commercial and industrial areas, swimming pools, and façades, etc. For interior applications, floor tiles should be selected regarding the technical specifications such as PEI value, hardness, stain resistance, chemical resistance, and easy cleaning, if they are to be used in the interiors of a residence. The tiles selected for exteriors should be frost-resistant and have low water absorbency. The numbers beside ceramic floor tiles indicate the abrasion resistance of the ceramic surface according to Turkish and European Standard TS-EN ISO 10545-7: Class-1: Suitable for walls and bedroom and bathroom floors. Class-2: Suitable for light traffic areas, such as the floors of a house. Class-3: Suitable for moderately heavy traffic floors such as in entrances and corridors. Class-4: Suitable for heavy traffic area floors such as in restaurants, stores, etc. Class-5: Suitable for floors subject to heavy foot traffic and abrasion, such as in shops, hotels, restaurants, offices, schools, exhibition halls, etc.",The International EPD® System,,www.environdec.com:library:epd872.pdf,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:09:17.160329,
1818423763209949184,5b960d39-16fd-42fb-9e4d-ace3bb13feaa,,"Product Name Hydro RESTORE innovative, Feltre billet",kg,,,,Italy,,"Description: Aluminium billet covered by the present EPD are produced in Feltre. The Feltre casthouse produces billets in the family of 6000 and in 7, 8, 10, 11-inch diameter, with a capability serving the Hydro plants in Italy and the clients in Europe. For further information on product characteristics, typical applications, technical datasheet, and case histories, please visit the website www.hydro.com or contact Alessandro.Chiovaro@hydro.com.",The International EPD® System,,www.environdec.com:library:epd5574.pdf,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:09:44.486559,
1818424002683736064,574b98cd-7f21-4647-addb-fedaf0c25031,,"Product Name Kalesinterflex(G86), Kalesinterflex(G33)","kg

Please provide additional information if you need a different unit extracted",,,,,,"Description: Kalesinterflex® is a porcelain ceramic slab that comes in two options; with and without fibreglass backing. Primarily composed of clay, kaolin, and feldspar, it also includes other raw materials. The production process involves dry pressing, where the required composition is blended with water to form slurry, which is then dried to create uniform granules for compaction. These granules are shaped into a green body, which can be glazed before being fired at high temperatures to produce a hard body. Kalesinterflex® offers glazed and polished surface finishes and can be used as is or with fibreglass backing, depending on the application. It can be cut into various sizes to meet project requirements, including 1000x3000mm, 1000x1000mm, 500x3000mm, 500x1500mm, 500x1000mm, 500x500mm, 200x1500mm, and 50x1000mm. Suitable for both interior and exterior applications, such as facades, countertops, splash-backs, cladding, wet areas, and light commercial floors and walls, Kalesinterflex® can be installed on various surfaces like fibre cement sheets, concrete, brick, plaster, and waterproofing membranes. It can also be installed on facades using either a bonded or mechanical system, including a hidden clip system.",The International EPD® System,,www.environdec.com:library:epd1128.pdf,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:10:41.581475,
1818424029690859520,169c227c-6c6d-4281-b4c6-77d63c87f230,,"CLS Rck30 S4 XC2 D25 CEM IV/A 42,5 RSR CAM",,,,,,,,The International EPD® System,,www.environdec.com:library:epd15790.pdf,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:10:48.020698,
1818424194057244672,59e33e07-e33e-4f13-bb45-399efd3e53b2,,"Sunshine Wood(WPC),",tonne,2024-07-24,2024-07-24,2029-07-23,China,,"Description: The product is a kind of wood plastic composite product (WPC), made from recycled plastics, and waste plant fibres (waste wood flour, bamboo flour, agricultural and forestry straw fibre powder, etc.) as the main raw materials, with the amount used being more than 80% of the total raw materials. The product features an aging-resistant surface, anti-bacterial and anti-mold properties, and can achieve superior flame retardancy. As green and healthy building materials, they are widely used in outdoor courtyards, outdoor landscape flooring, fences, gazebos, wall panels, and more. The products utilize original color mixing and surface treatment technology, providing a high simulation of natural wood-like colors and a matte effect. Through the innovation of interface compatibility technology between polymers and plant fibers, the product achieves enhanced mechanical load-bearing performance. The surface of the product is maintenance-free and has a durability of not less than 25 years. At the end of its lifecycle, or when dismantled and replaced, the materials can be recycled and crushed for 100% secondary use. The density of the product is 1.22 g/cm³.",The International EPD® System,,www.environdec.com:library:epd12997.pdf,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:11:27.207837,
1818424409006936064,45c27937-acfe-43ee-874c-007cdb8b3fff,,"Kaleseramik Wall Tiles (Variety), Kaleseramik Wall Tiles (Variety)","kg

Please provide additional information if you need a different unit extracted",,,,,,"Description: Kaleseramik produces 2200 varieties of wall tiles in 60 different dimensions. Kaleseramik Wall tiles are primarily made of kaolin and clay, but they also include other raw materials such as marble, frit, dolomite, bentonite and quartz. The production technology of tiles is dry pressing. The required composition is blended with water to form uniform slurry. This slurry is then fed into spray driers to form uniform granules ready for compaction. These granules are then shaped to form the bisque or green body. This can be glazed or left unglazed depending on its intended use. The green ceramic body is fired at high temperatures, resulting in a hard body. Kaleseramik Wall Tiles are largely used as interior and exterior wall coverings. Interior applications are mainly in bathrooms and kitchens in residential applications while the exterior applications can include swimming pools, façades, commercial and industrial applications etc. For interior applications, ceramic wall tiles should be selected regarding the technical specifications such as PEI value, hardness, stain resistance, chemical resistance and easy cleaning, if they are to be used in the interiors of a residence. The tiles selected for exteriors should be frost resistant and have low water absorbency. For outdoor uses they normally have less than 3% water absorption but for internal applications this might rise to 16%. Depending on the use, ceramic tiles might be glazed to control abrasion and slip resistance.",The International EPD® System,,www.environdec.com:library:epd873.pdf,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:12:18.456617,
1818424524111220736,0e73ceda-788e-4109-bab8-09eb1011abec,,Diamond Series (392),1 tonne,2024-07-24,2024-07-24,2029-07-23,China,,"Description: The product is a kind of aluminum plastic product, consisting of aluminum alloy profile as the main ""core layer"" material, modified HDPE as the main ""exterior cladding layer"" material, and through the modification technology of the functional surface layer and the development of special adhesives, it achieves the plastic-clad metal profile with high weather resistance, high strength, and high adhesion. The product is a polymer material cladding on the surface of aluminum alloy, which not only achieves superior thermal insulation effect but also solves the bottleneck of aluminum alloy in the door and window filling thermal insulation, or the need for partition processing, etc., and also greatly enhances the service life of aluminum alloy, and its product life can reach more than 25 years. The outer surface layer of the product is the independently developed high weather-resistant functional polymer wood-like material layer, which breaks through from the field of wood-plastic to the field of metal materials, and makes the application end of the material technology break through the limitations of the wood-plastic single industry. The density of the product is 2.00 g/cm³.",The International EPD® System,,www.environdec.com:library:epd15630.pdf,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:12:45.899550,
1818424649588019200,f9f85237-46d9-4757-bc1e-670af836e379,,"Asphalt mixtures(HMA), Asphalt mixtures(WMA), Asphalt mixtures(SA), Asphalt mixtures(Cold Asphalt),","kg

In the context provided",2024-07-10,2024-07-10,2029-07-05,,,"Description: The Vilnius asphalt plant manufactures a variety of asphalt mixtures for diverse applications, including highways, roads, city streets, and industrial pavements. The plant produces hot mix asphalt (HMA), warm mix asphalt (WMA), soft asphalt (SA), and cold asphalt. Asphalt mixtures are categorized based on their use in pavement layers, such as surface (V), binder (A), base (P), and surface-base (PD) layers, as well as stone mastic asphalt (SMA) and noise-resistant (TM) mixes. They can accommodate traffic loads classified as light (L), normal (N), and heavy (S). The mixtures can be made with paving grade (PG) bitumen or polymer-modified bitumen (PMB) and may include reclaimed asphalt (RA). Key components include coarse and fine aggregates, filler, and bitumen, with additional materials and additives for durability. Cellulose fiber is typically added at 0.3% of the mineral aggregates' weight. Reclaimed asphalt is used to substitute virgin aggregates and bitumen. Manufacturing is controlled from an on-site control room, with aggregates sourced externally and stored in open or covered stockpiles before being processed into the final mix.",The International EPD® System,,www.environdec.com:library:epd14658.pdf,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:13:15.815367,
1818424887006597120,4b3d7150-e147-41d8-b873-b8ef383993d3,,"Kaleseramik Porcelain Tiles(Glazed), Kaleseramik Porcelain Tiles(NonGlazed)","kg

Please provide additional information if you need a different unit extracted",,,,,,"Description: Kaleseramik Porcelain Tiles are primarily made of clay, kaolin, and feldspar, along with other raw materials. They are produced using dry pressing technology. The required composition is blended with water to form slurry, which is then fed into spray driers to create uniform granules for compaction. These granules are shaped into a green body that may be glazed if needed. The green ceramic body is fired at high temperatures to produce a hard body. The Kale porcelain tiles come in glazed and non-glazed options with surfaces that are non-glazed matt, glossy, or anti-slip. They are available in various dimensions including 20x20cm, 30x30cm, 40x40cm, 30x60cm, 60x60cm, and 60x120cm. These tiles offer superior technical characteristics, colors, and patterns to meet the requirements of different projects. They are suitable for use in interiors, exterior façades, pools, public places, commercial buildings, and more, including floors, walls, and exterior facades of residential, public, educational, and cultural buildings, as well as outdoor facilities like gardens, terraces, pool sides, and recreation areas.",The International EPD® System,,www.environdec.com:library:epd874.pdf,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:14:12.420917,
